,Median Age,Median Male Age,Median Female Age,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Household Income,Income Per Capita,Employment Labor Force,Employment Unemployed,Median Gross Rent,Median Home Value,zipcode,lat,lng,city,state,Google_URL,Count
544,52.3,52.3,52.3,813,804,0,0,0,0,16,277,47,21,23,41,0,0,196,41000,28563,259,35,403,97500,26320,39.404104,-80.812062,ALMA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.404104,-80.812062&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",91
545,33.3,35.1,32.6,641,606,0,0,0,0,0,183,30,73,81,0,0,0,167,39167,17268,264,10,575,57700,26321,39.046479,-80.674595,ALUM BRIDGE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.046479,-80.674595&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",128
546,33.1,30,36.5,414,414,0,0,0,13,2,88,14,15,8,0,0,0,109,30625,16491,181,27,688,46300,26323,39.262588,-80.29061,ANMOORE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.262588,-80.29061&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",179
547,35,32.2,39.2,278,278,0,0,0,0,0,49,17,17,0,3,0,0,118,15469,11939,39,4,475,56100,26325,39.098947,-80.904803,AUBURN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.098947,-80.904803&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",46
548,10.8,6.9,21.5,158,158,0,0,0,0,0,18,0,14,0,0,0,0,112,,12968,46,0,,,26327,39.122886,-80.94277,BEREA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.122886,-80.94277&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",50
549,42.2,41.6,42.8,14500,13827,282,77,199,254,25,2573,489,638,2519,888,310,123,1218,66734,35839,7529,519,789,185000,26330,39.285269,-80.220851,BRIDGEPORT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.285269,-80.220851&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",187
550,40.7,41.2,40.5,1346,1346,0,0,0,0,17,292,77,82,147,20,0,0,290,41667,21068,689,101,444,73600,26335,38.843539,-80.684125,BURNSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.843539,-80.684125&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",90
551,42.9,45.8,40.6,1125,1077,0,0,0,0,0,382,30,35,62,25,0,0,104,34779,22144,409,32,535,73600,26337,39.230232,-81.160993,CAIRO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.230232,-81.160993&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",139
552,43,35.2,48.8,699,695,0,0,4,0,9,197,27,25,29,0,0,0,201,28854,15576,290,11,385,72300,26338,39.076885,-80.619539,CAMDEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.076885,-80.619539&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",130
553,56.5,64.2,40.7,227,227,0,0,0,0,11,33,11,0,39,0,0,0,11,51875,42700,119,11,,275000,26339,39.422207,-80.613976,CENTER POINT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.422207,-80.613976&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",137
554,52.8,48.6,55.6,296,296,0,0,0,0,10,123,10,0,40,17,0,0,49,52917,26643,160,0,,94100,26342,39.033601,-80.85483,COXS MILLS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.033601,-80.85483&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",80
555,43.8,40.8,43.8,298,298,0,0,0,0,0,117,0,21,0,0,0,0,209,,11691,34,0,,,26343,38.82223,-80.421976,CRAWFORD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.82223,-80.421976&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",89
556,46.2,47.9,46,1006,1005,0,0,0,0,3,372,50,27,42,33,0,0,87,50769,20244,486,35,,65000,26346,39.29,-81.060074,ELLENBORO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.29,-81.060074&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",76
557,45.4,41.6,45.7,2083,2040,0,0,5,28,10,597,174,59,160,84,8,0,447,42250,20984,800,19,606,83600,26347,39.256558,-80.126099,FLEMINGTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.256558,-80.126099&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",191
558,40.7,40.2,46.8,76,76,0,0,0,0,0,47,0,0,0,0,0,0,8,30385,13466,40,0,,,26348,39.462415,-80.545251,FOLSOM,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.462415,-80.545251&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",135
559,46.2,43,46.4,100,100,0,0,0,0,0,6,39,36,9,0,0,0,0,64500,24647,84,24,,,26349,39.235703,-80.130286,GALLOWAY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.235703,-80.130286&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",187
560,34.5,34.4,34.8,4825,3472,889,39,24,311,52,619,501,162,327,167,56,58,971,34281,15195,1622,188,557,91900,26351,38.926224,-80.837517,GLENVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.926224,-80.837517&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",84
561,42.2,40.4,44.6,11149,10828,82,26,158,108,52,2835,832,720,796,252,7,11,1703,39076,19553,4771,571,477,82900,26354,39.34813,-80.031779,GRAFTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.34813,-80.031779&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",184
562,53.9,51,56.7,242,240,2,0,0,0,3,26,1,0,23,38,0,21,76,31875,16242,80,42,,30200,26361,39.366722,-80.317562,GYPSY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.366722,-80.317562&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",186
563,43.8,43,45.1,3523,3447,32,0,0,22,11,971,126,177,183,140,29,12,684,40855,19804,1419,132,596,81000,26362,39.152149,-81.065351,HARRISVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.152149,-81.065351&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",90
564,7.4,7.6,5.7,100,100,0,0,0,0,0,19,5,0,0,0,0,0,76,,6037,19,0,,,26366,39.381255,-80.334489,HAYWOOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.381255,-80.334489&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",186
565,49.1,37.7,54.6,840,836,0,0,0,0,0,295,68,20,14,0,35,0,78,39760,32250,362,10,632,63700,26369,39.333961,-80.331754,HEPZIBAH,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.333961,-80.331754&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",186
566,43.1,46.3,40.3,900,893,0,0,0,0,11,217,41,48,27,47,23,20,174,34722,22706,267,8,515,151800,26372,38.959136,-80.346572,HORNER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.959136,-80.346572&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",114
567,38.1,41.6,36.1,1421,1368,0,28,0,0,0,335,119,82,132,29,0,16,182,42313,23681,736,9,,115500,26374,39.452313,-79.875295,INDEPENDENCE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.452313,-79.875295&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",174
568,45,44.5,47.7,481,481,0,0,0,0,0,143,35,35,0,0,0,0,129,37440,21361,200,27,,34400,26376,38.784372,-80.453871,IRELAND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.784372,-80.453871&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",86
569,36.1,40.3,31.2,609,594,0,0,0,0,0,173,25,5,24,15,0,14,249,27011,14232,191,49,,66900,26377,39.496261,-80.647037,JACKSONBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.496261,-80.647037&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",120
570,36.9,34.7,40.4,4385,4343,4,0,0,162,8,1200,195,281,300,131,19,0,668,49844,22052,2043,75,739,146700,26378,39.121091,-80.437639,JANE LEW,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.121091,-80.437639&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",164
571,44.8,47.8,38.7,916,854,0,0,0,0,8,157,23,9,77,32,0,15,295,36389,15503,300,45,,32600,26384,38.981938,-80.706771,LINN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.981938,-80.706771&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",121
572,48.9,46.8,49.6,3348,3304,3,0,0,35,5,1033,98,153,233,91,9,28,498,46106,23674,1508,109,585,105200,26385,39.160459,-80.353915,LOST CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.160459,-80.353915&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",176
573,44.3,40.5,47.7,2307,2252,11,0,0,70,0,648,83,84,120,64,10,0,546,38587,22731,968,91,753,76800,26386,39.395847,-80.405822,LUMBERPORT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.395847,-80.405822&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",180
574,34.5,34.4,34.5,365,365,0,0,0,0,0,108,13,31,29,0,0,0,81,40060,16848,143,30,,91700,26404,39.33584,-80.306513,MEADOWBROOK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.33584,-80.306513&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",185
575,28.9,28.8,29,1185,1185,0,0,0,48,0,268,119,46,43,19,15,0,455,36136,17534,581,64,514,88600,26405,39.225164,-79.910422,MOATSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.225164,-79.910422&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",166
576,42.4,42.8,40.9,2860,2794,27,0,0,68,0,591,61,173,354,139,34,0,233,54188,29283,1436,63,785,151300,26408,39.196594,-80.306444,MOUNT CLARE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.196594,-80.306444&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",178
577,45.5,40.7,49.6,986,982,0,0,3,3,1,347,91,51,73,16,1,0,265,34722,16787,483,39,,74000,26410,39.404974,-79.808333,NEWBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.404974,-79.808333&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",158
578,46.1,43.5,48.1,905,882,0,0,0,0,0,319,45,0,51,23,0,0,70,35833,22345,507,84,,82700,26411,39.182862,-80.712694,NEW MILTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.182862,-80.712694&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",125
579,51.2,59.6,48.2,641,641,0,0,0,0,8,254,18,39,0,22,0,10,224,,23434,283,32,,58400,26412,38.869257,-80.529818,ORLANDO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.869257,-80.529818&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",73
580,43,42.4,43.5,4251,4108,92,0,0,0,72,1239,298,208,132,59,17,0,900,39205,18085,1642,214,465,75500,26415,39.288299,-80.939205,PENNSBORO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.288299,-80.939205&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",48
581,40.8,40.6,41.8,7612,7264,119,69,63,31,39,1569,418,372,536,260,28,33,1832,32275,17616,3093,294,512,106500,26416,39.157139,-80.023725,PHILIPPI,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.157139,-80.023725&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",183
582,42.3,41.6,42.6,1204,1195,0,0,0,0,0,386,47,18,65,32,0,0,350,31696,16720,405,49,446,72400,26419,39.487693,-80.686389,PINE GROVE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.487693,-80.686389&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",112
583,40.3,32.8,40.6,236,221,0,0,0,0,0,24,27,11,15,0,0,0,55,15833,16686,101,5,,58700,26421,39.181955,-80.924287,PULLMAN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.181955,-80.924287&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",47
584,40.5,40.2,49.3,476,369,0,0,0,0,0,114,14,51,12,0,0,0,184,,18215,240,65,,84300,26422,39.29449,-80.443881,REYNOLDSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.29449,-80.443881&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
585,39.4,43.8,21,340,340,0,0,0,0,0,91,27,41,0,0,0,0,101,,17109,148,0,,71100,26424,39.266882,-80.173598,ROSEMONT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.266882,-80.173598&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",191
586,51.9,53.2,51.3,1243,1225,3,9,0,0,0,527,126,5,30,41,0,2,293,31681,17053,449,72,444,56200,26425,39.275651,-79.760271,ROWLESBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.275651,-79.760271&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",138
587,45.4,44.9,45.9,7409,7191,126,2,10,42,67,2027,323,248,621,268,32,11,995,42256,19806,3029,227,540,87300,26426,39.287032,-80.564431,SALEM,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.287032,-80.564431&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",133
588,38,38,38.1,514,391,53,0,4,24,1,74,33,25,26,9,0,0,44,64444,16474,159,1,625,109900,26430,38.871117,-80.763586,SAND FORK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.871117,-80.763586&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",87
589,46.3,44.9,47.6,5681,5552,24,0,38,67,53,1483,270,369,431,111,43,14,1100,36663,21980,2429,195,535,87400,26431,39.399028,-80.295345,SHINNSTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.399028,-80.295345&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",184
590,39.8,38.8,51.4,188,175,0,0,0,0,0,33,0,0,0,0,0,0,124,32955,14562,41,0,,,26435,39.266587,-80.092281,SIMPSON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.266587,-80.092281&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",193
591,32.7,32.6,53.1,115,115,0,0,0,0,0,71,0,0,0,0,0,0,0,30987,18414,78,0,,,26436,39.297278,-80.719427,SMITHBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.297278,-80.719427&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",107
592,50.8,49.1,55.9,498,498,0,0,0,0,0,210,8,24,13,6,0,0,79,28438,17355,145,10,320,46500,26437,39.525975,-80.50893,SMITHFIELD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.525975,-80.50893&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",132
593,55.3,45.6,64.1,275,275,0,0,0,0,0,163,7,0,0,0,0,0,81,,16339,68,0,,,26438,39.346605,-80.319108,SPELTER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.346605,-80.319108&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",187
594,42.5,43.1,41.9,1145,1107,35,0,0,0,8,387,75,31,53,21,0,0,131,56615,21073,478,67,629,105000,26440,39.321695,-79.918717,THORNTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.321695,-79.918717&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
595,47.4,49.5,41.1,247,227,0,0,0,0,0,66,0,20,11,6,0,0,52,58000,24414,68,0,,83300,26443,39.075944,-80.753162,TROY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.075944,-80.753162&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",103
596,44.3,43.5,46.1,3784,3745,3,0,30,6,62,1158,218,99,210,196,0,0,457,45926,22109,1858,155,636,81200,26444,39.363716,-79.770661,TUNNELTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.363716,-79.770661&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",151
597,43.9,47.6,41,1406,1344,8,0,4,1,20,461,61,54,55,33,14,0,203,36979,17915,488,59,528,79500,26447,38.911775,-80.479076,WALKERSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.911775,-80.479076&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",89
598,35.8,35,36.6,1199,1199,0,0,0,0,0,360,101,41,53,11,0,0,377,36433,16550,379,22,625,59500,26448,39.394844,-80.517109,WALLACE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.394844,-80.517109&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
599,37,38.2,36.3,787,631,0,0,16,7,2,198,13,37,37,29,0,21,70,51250,22704,386,27,763,76800,26451,39.207743,-80.402248,WEST MILFORD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.207743,-80.402248&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",180
600,43.5,41.5,46.6,8933,8719,76,0,35,34,62,2768,516,331,700,170,156,3,2053,35696,20445,3717,366,549,87900,26452,39.037157,-80.528154,WESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.037157,-80.528154&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",121
601,42,41.5,42,3608,3521,0,8,0,35,67,737,149,181,200,93,25,8,712,36750,18628,1296,49,524,89100,26456,39.26294,-80.774047,WEST UNION,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.26294,-80.774047&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",95
602,36.4,35.5,37.8,20374,18737,932,45,243,422,179,3468,1108,830,2657,1603,368,468,3684,42835,25364,9929,513,686,148900,26501,39.634144,-80.036792,MORGANTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.634144,-80.036792&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",183
603,23.8,23.3,24.9,38243,32698,2004,48,2139,1103,96,3126,737,914,4658,2471,995,1082,12321,30608,22437,19249,1493,763,176700,26505,39.649517,-79.945258,MORGANTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.649517,-79.945258&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",178
604,34.7,34.1,35.3,32689,30607,721,7,821,535,130,5135,920,1143,4471,2478,942,895,3799,65150,32655,17629,752,799,193900,26508,39.602633,-79.895396,MORGANTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.602633,-79.895396&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",181
605,45.6,43.3,46.7,1792,1779,2,7,0,0,8,543,93,34,95,16,0,22,335,41000,21815,911,94,680,90300,26519,39.569166,-79.627057,ALBRIGHT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.569166,-79.627057&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",160
606,49.7,51.1,49.6,828,828,0,0,0,29,25,260,20,44,119,52,0,30,0,62000,27816,391,42,,164500,26520,39.496998,-79.823625,ARTHURDALE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.496998,-79.823625&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
607,36.5,29.7,38.6,244,241,0,0,0,0,0,106,15,7,7,5,0,1,48,52917,24609,86,2,390,91000,26521,39.713283,-80.228143,BLACKSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.713283,-80.228143&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",149
608,38.5,38.5,38.5,7531,6076,1190,19,20,462,94,1674,885,223,498,257,13,68,729,58849,20406,2833,60,579,160400,26525,39.654026,-79.62581,BRUCETON MILLS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.654026,-79.62581&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",163
609,36.5,35.1,43.4,1952,1908,0,0,0,0,0,522,108,61,98,7,0,0,374,32750,21075,856,13,629,102300,26534,39.648141,-80.001649,GRANVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.648141,-80.001649&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",182
610,42.2,39.3,46.3,5670,5415,112,0,0,26,33,1300,339,272,466,195,41,15,867,38826,22451,2699,184,596,125100,26537,39.488133,-79.709884,KINGWOOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.488133,-79.709884&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",158
611,40.9,42.1,40.6,3062,3013,0,0,0,12,6,1216,72,90,282,88,0,0,71,55380,25889,1596,77,643,96600,26541,39.695015,-80.125243,MAIDSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.695015,-80.125243&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",179
612,41.8,37.9,43.8,2198,2198,0,0,0,0,9,690,108,103,129,36,0,14,202,45507,22891,1018,68,471,86600,26542,39.574651,-79.782809,MASONTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.574651,-79.782809&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",168
613,18.3,18.3,18.4,256,110,0,0,0,0,0,12,11,0,0,15,0,0,0,55500,9253,139,0,,,26543,39.664624,-79.999859,OSAGE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.664624,-79.999859&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",182
614,35.4,34.3,38.3,2531,2515,0,6,0,0,0,710,130,123,218,65,0,3,363,43869,20150,1092,48,585,112200,26547,39.511738,-79.813851,REEDSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.511738,-79.813851&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
615,40.6,38.6,42.7,41949,38896,1814,28,291,583,142,9161,1470,2276,4885,1784,351,265,6549,44292,25218,20397,995,699,115800,26554,39.465392,-80.109845,FAIRMONT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.465392,-80.109845&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",194
616,40.4,40.3,41.8,1290,1192,75,0,0,3,0,281,49,60,147,40,0,0,175,47604,22875,568,27,705,105900,26559,39.501274,-80.168209,BARRACKVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.501274,-80.168209&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",194
617,42.3,46.2,42.1,142,142,0,0,0,0,0,89,0,0,15,0,0,0,59,,24963,121,0,,41100,26560,39.541991,-80.146976,BAXTER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.541991,-80.146976&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",194
618,50.4,50.1,53.5,527,527,0,0,0,0,0,229,44,21,25,0,13,0,136,36023,18464,132,17,416,67100,26562,39.647266,-80.460604,BURTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.647266,-80.460604&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",156
619,38,48.4,35.1,304,304,0,0,0,0,0,35,63,0,20,0,0,0,79,,25791,215,0,,53300,26563,39.48238,-80.27357,CAROLINA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.48238,-80.27357&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",180
